Id_Zona Latitud Longitud Codi_Pais Nom_Pais
3 24.79563500 10.13476900 AG Algeria
3 24.77499800 10.17416600 AG Algeria
3 24.75111000 10.21833200 AG Algeria
3 24.71611000 10.22749900 AG Algeria
3 24.70222100 10.23083300 AG Algeria
3 24.66000000 10.24000000 AG Algeria
3 24.60583100 10.25222200 AG Algeria
3 24.56666600 10.30333300 AG Algeria
3 24.48860900 10.40694400 AG Algeria
3 24.47805400 10.42222200 AG Algeria
3 24.47805400 10.48000000 AG Algeria
3 24.51555300 10.57666600 AG Algeria
3 24.55027800 10.66805500 AG Algeria
3 24.56721900 10.71527700 AG Algeria
3 24.55055200 10.75694300 AG Algeria
3 24.52027500 10.83249900 AG Algeria
3 24.47236300 10.96968800 AG Algeria
3 24.45782900 11.01289400 AG Algeria
3 24.42972200 11.11083200 AG Algeria
3 24.38305300 11.27527600 AG Algeria
3 24.36249900 11.34999800 AG Algeria
3 24.33694100 11.43944400 AG Algeria
3 24.32751500 11.46955900 AG Algeria
3 24.30249800 11.55888700 AG Algeria
3 24.00000000 11.72601700 AG Algeria
3 23.94166600 11.75722100 AG Algeria
3 23.64749900 11.91888800 AG Algeria
3 23.52230500 11.98647500 AG Algeria
3 23.39805200 11.76833200 AG Algeria
3 23.36416600 11.70749900 AG Algeria
3 23.01694100 11.10055500 AG Algeria
3 22.85999700 10.82833300 AG Algeria
3 22.81638700 10.75277700 AG Algeria
3 22.73777800 10.61694300 AG Algeria
3 22.57647700 10.34024400 AG Algeria
3 22.44777700 10.12027700 AG Algeria
3 22.22639100 9.74286700 AG Algeria
3 22.06518600 9.46987200 AG Algeria
3 21.78500000 8.99861000 AG Algeria
3 21.61583300 8.71611000 AG Algeria
3 21.53555300 8.58249900 AG Algeria
3 21.21333300 8.04944400 AG Algeria
3 21.13250000 7.91666600 AG Algeria
3 21.01555300 7.72499900 AG Algeria
3 20.97055400 7.65138800 AG Algeria
3 20.96083100 7.63666600 AG Algeria
3 20.86038600 7.47214700 AG Algeria
3 20.85305400 7.45999900 AG Algeria
3 20.85286300 7.45080700 AG Algeria
3 20.40833300 6.93027700 AG Algeria
3 20.16444400 6.64472200 AG Algeria
3 20.01777600 6.47388800 AG Algeria
3 19.87110900 6.30333300 AG Algeria
3 19.59333000 5.98166700 AG Algeria
3 19.57694200 5.96361100 AG Algeria
3 19.44611000 5.81249900 AG Algeria
3 19.44027700 5.78527700 AG Algeria
3 19.41611100 5.65694400 AG Algeria
3 19.39611100 5.54694400 AG Algeria
3 19.35083000 5.30861100 AG Algeria
3 19.26972200 4.88694400 AG Algeria
3 19.19555300 4.50222200 AG Algeria
3 19.16722100 4.35583300 AG Algeria
3 19.14666400 4.24527700 AG Algeria
3 19.11666500 4.08083200 AG Algeria
3 19.09305200 3.95277700 AG Algeria
3 19.08481400 3.90909800 AG Algeria
3 19.05166600 3.73333300 AG Algeria
3 18.97638700 3.33194400 AG Algeria
3 19.07860900 3.18388800 AG Algeria
3 19.11360900 3.14083300 AG Algeria
3 19.12055200 3.13388900 AG Algeria
3 19.14027400 3.11861100 AG Algeria
3 19.14527500 3.11666600 AG Algeria
3 19.15638700 3.11416600 AG Algeria
3 19.17999600 3.12583300 AG Algeria
3 19.20194200 3.14638900 AG Algeria
3 19.25610700 3.19111100 AG Algeria
3 19.36944200 3.26916600 AG Algeria
3 19.37833000 3.27472200 AG Algeria
3 19.38972100 3.27722200 AG Algeria
3 19.40277500 3.27833300 AG Algeria
3 19.40888600 3.27777800 AG Algeria
3 19.41444400 3.27666700 AG Algeria
3 19.42416400 3.27250000 AG Algeria
3 19.42860800 3.26972200 AG Algeria
3 19.43555500 3.26277700 AG Algeria
3 19.44138700 3.25444400 AG Algeria
3 19.44360700 3.24944400 AG Algeria
3 19.44694100 3.24583300 AG Algeria
3 19.45194200 3.24388900 AG Algeria
3 19.54805400 3.21305500 AG Algeria
3 19.56527700 3.21000000 AG Algeria
3 19.57916600 3.21055600 AG Algeria
