Nom_UTF Nom_ASCII Noms_Alternatius Latitud Longitud CodiToponim Poblacio
Vaca_Morta Vaca_Morta NULL 42.56667 1.76667 LCTY 0
Riu_d’_Urina Riu_d'_Urina NULL 42.56667 1.58333 STM 0
Serrat_de_la_Uïna Serrat_de_la_Uina NULL 42.56667 1.51667 RDGE 0
Obaga_de_la_Tuta Obaga_de_la_Tuta NULL 42.48333 1.45 SLP 0
Cova_de_la_Tuta Cova_de_la_Tuta NULL 42.48333 1.45 CAVE 0
Roca_del_Tut Roca_del_Tut NULL 42.55 1.46667 RK 0
Coll_de_Turer Coll_de_Turer NULL 42.56667 1.46667 PK 0
Font_del_Tudó Font_del_Tudo NULL 42.43333 1.53333 SPNG 0
Estany_de_les_Truites Estany_de_les_Truites NULL 42.58333 1.45 LK 0
Serra_de_Tristaina Serra_de_Tristaina Serra_de_Tristaina 42.65 1.48333 RDGE 0
Riu_de_Tristaina Riu_de_Tristaina NULL 42.61667 1.55 STM 0
Pic_de_Tristaina Pic_de_Tristaina Pic_de_Triatagne,Pic_de_Tristagne,Pic_de_Tristaina,Pic_des_Tri-Stagnes,Tristaina 42.65265 1.49242 PK 0
Clot_de_Tres_Torrents Clot_de_Tres_Torrents NULL 42.53333 1.53333 RVN 0
Bony_de_Tres_Corts Bony_de_Tres_Corts NULL 42.53333 1.53333 SPUR 0
Canal_dels_Trèmols Canal_dels_Tremols NULL 42.5 1.48333 STM 0
Travenc Travenc NULL 42.6 1.68333 LCTY 0
Pleta_de_la_Trava Pleta_de_la_Trava NULL 42.48333 1.61667 GRAZ 0
Coll_de_la_Trava Coll_de_la_Trava NULL 42.48333 1.46667 SPUR 0
Canal_de_la_Trava Canal_de_la_Trava NULL 42.56667 1.53333 RVN 0
Bosc_de_la_Trava Bosc_de_la_Trava NULL 42.48333 1.63333 FRST 0
Font_dels_Traginers Font_dels_Traginers NULL 42.43333 1.51667 SPNG 0
Pla_de_les_Toves Pla_de_les_Toves NULL 42.46667 1.45 UPLD 0
Torrent_del_Tossalroi Torrent_del_Tossalroi NULL 42.46667 1.51667 STM 0
Tossal_Gran Tossal_Gran NULL 42.48333 1.48333 LCTY 0
Tossalet_i_Vinyals Tossalet_i_Vinyals NULL 42.48333 1.48333 LCTY 0
Bosc_del_Tossal_de_les_Poselles Bosc_del_Tossal_de_les_Poselles NULL 42.53333 1.5 FRST 0
Tossal Tossal NULL 42.46667 1.48333 LCTY 0
Tosquers Tosquers NULL 42.56667 1.48333 SLP 0
Canal_del_Tosquer Canal_del_Tosquer NULL 42.56667 1.51667 STM 0
Bosc_del_Tosquer Bosc_del_Tosquer NULL 42.56667 1.53333 FRST 0
Bosc_del_Tosquer Bosc_del_Tosquer NULL 42.53333 1.6 FRST 0
Bosc_de_la_Tosca Bosc_de_la_Tosca NULL 42.43333 1.45 FRST 0
Tosa_d’Incles Tosa_d'Incles NULL 42.58333 1.68333 ADMD 0
Cap_de_Tosa_d’Entor Cap_de_Tosa_d'Entor NULL 42.6 1.65 PK 0
Tosa_de_les_Mussoles Tosa_de_les_Mussoles NULL 42.61667 1.68333 LCTY 0
Pic_de_la_Tosa_de_Juclar Pic_de_la_Tosa_de_Juclar NULL 42.6 1.71667 PK 0
Collada_de_la_Tosa_de_Caraup Collada_de_la_Tosa_de_Caraup NULL 42.6 1.65 SPUR 0
Planell_de_la_Tosa Planell_de_la_Tosa NULL 42.53333 1.45 UPLD 0
Canals_de_la_Tosa Canals_de_la_Tosa NULL 42.58333 1.7 RVN 0
Canal_de_la_Tosa Canal_de_la_Tosa NULL 42.5 1.56667 STM 0
Bosc_de_la_Tosa Bosc_de_la_Tosa NULL 42.55 1.58333 FRST 0
Canal_Torta Canal_Torta NULL 42.56667 1.51667 STM 0
Canal_Torta Canal_Torta NULL 42.53333 1.53333 STM 0
Torrent_Tort Torrent_Tort NULL 42.53333 1.58333 STM 0
Torretinyà Torretinya NULL 42.45 1.51667 LCTY 0
Prat_d’en_Torres Prat_d'en_Torres NULL 42.6 1.51667 GRAZ 0
Canals_de_Torrent_Pregó Canals_de_Torrent_Prego NULL 42.48333 1.48333 STM 0
Canal_de_Torrentinyà Canal_de_Torrentinya NULL 42.45 1.5 STM 0
Torrentill Torrentill NULL 42.46667 1.5 STM 0
Camí_de_Torrent_Forcat Cami_de_Torrent_Forcat NULL 42.46667 1.51667 TRL 0
Canal_del_Torrent_Cauber Canal_del_Torrent_Cauber NULL 42.6 1.51667 RVN 0
Torre_dels_Soldats Torre_dels_Soldats Pic_Monturull,Torre_dels_Soldats 42.45 1.58333 PK 0
Torrapuis Torrapuis NULL 42.53333 1.53333 LCTY 0
Pic_de_Torradella Pic_de_Torradella NULL 42.6 1.61667 PK 0
Pala_de_la_Torradella Pala_de_la_Torradella NULL 42.58333 1.61667 SLP 0
Obaga_de_Torradella Obaga_de_Torradella NULL 42.6 1.63333 SLP 0
Canals_de_Torradella Canals_de_Torradella NULL 42.6 1.63333 STM 0
Borda_del_Torner Borda_del_Torner NULL 42.58333 1.48333 FRM 0
Planell_de_la_Tora Planell_de_la_Tora NULL 42.55 1.6 UPLD 0
Clots_de_la_Tora Clots_de_la_Tora NULL 42.46667 1.58333 RVN 0
Prat_del_Toni Prat_del_Toni NULL 42.55 1.61667 GRAZ 0
Molí_del_Tomàs Moli_del_Tomas NULL 42.58333 1.65 ML 0
Cortals_de_Tolse Cortals_de_Tolse NULL 42.45 1.48333 CRRL 0
Bosc_de_Tolse Bosc_de_Tolse NULL 42.45 1.48333 FRST 0
Tolse Tolse NULL 42.45 1.48333 HUTS 0
Basera_dels_Tolls_de_l’Olla Basera_dels_Tolls_de_l'Olla NULL 42.48333 1.45 CLF 0
Tolls_de_l’Olla Tolls_de_l'Olla NULL 42.46667 1.56667 LCTY 0
Torrent_del_Tirader Torrent_del_Tirader NULL 42.53333 1.6 STM 0
Canal_del_Timbarro Canal_del_Timbarro NULL 42.5 1.46667 STM 0
Terres_de_Serra Terres_de_Serra NULL 42.48333 1.5 LCTY 0
Terres_de_Sant_Miguel Terres_de_Sant_Miguel NULL 42.5 1.58333 LCTY 0
Terres_del_Torrent_Pregó Terres_del_Torrent_Prego NULL 42.55 1.58333 LCTY 0
Terres_del_Solà Terres_del_Sola NULL 42.55 1.55 LCTY 0
Terres_de_Jacques Terres_de_Jacques NULL 42.56667 1.61667 LCTY 0
Obaga_de_les_Terres_de_Casamanya Obaga_de_les_Terres_de_Casamanya NULL 42.56667 1.55 SLP 0
Canal_del_Terrer_Roig Canal_del_Terrer_Roig NULL 42.58333 1.46667 STM 0
Terrer_Roig Terrer_Roig NULL 42.58333 1.45 LCTY 0
Clots_dels_Terregalls Clots_dels_Terregalls NULL 42.61667 1.61667 STMH 0
Terregalls Terregalls NULL 42.5 1.51667 LCTY 0
Terra_del_Pou Terra_del_Pou NULL 42.46667 1.48333 LCTY 0
Terra_Bogada Terra_Bogada NULL 42.46667 1.5 LCTY 0
Canal_del_Teixó Canal_del_Teixo NULL 42.55 1.5 STM 0
Coma_de_Teix Coma_de_Teix NULL 42.46667 1.46667 SLP 0
Font_de_les_Taules Font_de_les_Taules NULL 42.55 1.55 SPNG 0
Coma_Tarterosa Coma_Tarterosa NULL 42.48333 1.45 RVN 0
Bosc_de_la_Tarterosa Bosc_de_la_Tarterosa NULL 42.6 1.65 FRST 0
Tarter_Gran Tarter_Gran NULL 42.58333 1.45 LCTY 0
Tartera_Gran Tartera_Gran NULL 42.48333 1.46667 LCTY 0
Pont_del_Tarter Pont_del_Tarter NULL 42.58333 1.65 BDG 0
Coll_de_la_Tàpia Coll_de_la_Tapia NULL 42.46667 1.48333 PASS 0
Canal_Tancada Canal_Tancada NULL 42.48333 1.55 STM 0
Roc_del_Tampuent Roc_del_Tampuent NULL 42.58333 1.48333 RK 0
Basers_de_les_Tallades Basers_de_les_Tallades NULL 42.5 1.46667 CLF 0
Bosc_de_la_Tallada_Nova Bosc_de_la_Tallada_Nova NULL 42.58333 1.48333 FRST 0
Camí_de_la_Tallada Cami_de_la_Tallada NULL 42.48333 1.56667 TRL 0
Canal_del_Tabanell Canal_del_Tabanell NULL 42.56667 1.51667 STM 0
Bosc_del_Tabanell Bosc_del_Tabanell NULL 42.58333 1.5 FRST 0
Suriguera Suriguera NULL 42.58333 1.61667 SLP 0
Sudornar Sudornar NULL 42.58333 1.45 SLP 0
Font_del_Sucre Font_del_Sucre NULL 42.51667 1.46667 SPNG 0
Costa_de_la_Sucarana Costa_de_la_Sucarana NULL 42.6 1.5 SLP 0
Canya_de_la_Sucarana Canya_de_la_Sucarana NULL 42.6 1.5 GRGE 0
Borda_del_Sucarana Borda_del_Sucarana NULL 42.55 1.58333 HUTS 0
Riu_de_Sorteny Riu_de_Sorteny NULL 42.62341 1.54869 STM 0
Pla_de_Sorteny Pla_de_Sorteny NULL 42.61952 1.58872 UPLD 0
Marrades_de_Sorteny Marrades_de_Sorteny NULL 42.61667 1.55 TRL 0
Sorteny Sorteny NULL 42.61667 1.58333 ADMD 0
Riu_de_les_Soronelles Riu_de_les_Soronelles NULL 42.53333 1.65 STM 0
Collada_de_les_Soronelles Collada_de_les_Soronelles NULL 42.53333 1.65 PASS 0
Pic_de_les_Sorobilles Pic_de_les_Sorobilles NULL 42.56667 1.53333 PK 0
Riu_de_Sornàs Riu_de_Sornas NULL 42.56667 1.53333 STM 0
Clot_de_Sornàs Clot_de_Sornas NULL 42.56667 1.55 RVN 0
Sornàs Sornas NULL 42.5654 1.5287 PPL 0
Riu_de_Soriguera Riu_de_Soriguera Riu_de_Soriguera,Riu_de_Suriguera 42.58333 1.61667 STM 0
Solana_del_Soriguer Solana_del_Soriguer NULL 42.56667 1.55 SLP 0
Clot_Sord Clot_Sord NULL 42.6 1.65 CRQ 0
Solà_de_Soquer Sola_de_Soquer NULL 42.45 1.48333 SLP 0
Riu_de_Soplanàs Riu_de_Soplanas Riu_de_Soplanars,Riu_de_Soplanas,Riu_de_Soplanàs 42.58333 1.63333 STM 0
Borda_de_Som Borda_de_Som NULL 42.56667 1.58333 HUTS 0
Roc_de_Solobre Roc_de_Solobre NULL 42.48333 1.51667 RKS 0
Bosc_de_Solobre Bosc_de_Solobre NULL 42.48333 1.5 FRST 0
Bosc_del_Soleador Bosc_del_Soleador NULL 42.6 1.51667 FRST 0
Camí_de_Soldeu Cami_de_Soldeu NULL 42.58333 1.66667 TRL 0
Bosc_de_Soldeu Bosc_de_Soldeu Bois_de_Soldeu,Bosc_de_Soldeu,Bosque_de_Soldeu 42.57107 1.65402 FRST 0
Soldeu Soldeu NULL 42.57688 1.66769 PPL 0
Solana_del_Solanyó Solana_del_Solanyo NULL 42.53333 1.55 SLP 0
Riu_del_Solanyò Riu_del_Solanyo NULL 42.53333 1.55 STM 0
Bosc_del_Solanyó Bosc_del_Solanyo NULL 42.55 1.45 FRST 0
Barranc_del_Solanyó Barranc_del_Solanyo NULL 42.55 1.45 STM 0
Solans Solans NULL 42.53333 1.6 LCTY 0
Solanet_de_Ràmio Solanet_de_Ramio NULL 42.5 1.56667 LCTY 0
Terregalls_del_Solanet Terregalls_del_Solanet NULL 42.63333 1.6 RDGE 0
Bosc_del_Solanet Bosc_del_Solanet NULL 42.55 1.48333 FRST 0
Solanes_de_la_Peguera Solanes_de_la_Peguera NULL 42.45 1.51667 ADMD 0
Serra_de_les_Solanelles Serra_de_les_Solanelles NULL 42.55 1.66667 RDGE 0
Riu_de_les_Solanelles Riu_de_les_Solanelles NULL 42.55 1.68333 STM 0
Collet_de_les_Solanelles Collet_de_les_Solanelles NULL 42.55 1.61667 PASS 0
Collada_de_les_Solanelles Collada_de_les_Solanelles NULL 42.55 1.66667 PASS 0
Clot_de_les_Solanelles Clot_de_les_Solanelles NULL 42.55 1.63333 RVN 0
Canal_de_les_Solanelles Canal_de_les_Solanelles NULL 42.55 1.63333 STM 0
Cabana_de_les_Solanelles Cabana_de_les_Solanelles NULL 42.53333 1.66667 HUT 0
Solanelles Solanelles NULL 42.55 1.66667 LCTY 0
Barranc_de_la_Solana_del_Pas_de_la_Casa Barranc_de_la_Solana_del_Pas_de_la_Casa NULL 42.53333 1.73333 STM 0
Solana_del_Lloser_d’Ordino Solana_del_Lloser_d'Ordino NULL 42.55 1.51667 LCTY 0
Riu_de_la_Solana_del_Forn Riu_de_la_Solana_del_Forn NULL 42.56154 1.67948 STM 0
Obagot_de_la_Solana_del_Forn Obagot_de_la_Solana_del_Forn NULL 42.55 1.66667 SLP 0
Solana_del_Forn Solana_del_Forn NULL 42.55 1.66667 ADMD 0
Solana_de_l’Estall_Serrer Solana_de_l'Estall_Serrer NULL 42.5 1.61667 ADMD 0
Solana_de_les_Aubes Solana_de_les_Aubes NULL 42.56667 1.56667 LCTY 0
Solana_de_la_Baronia Solana_de_la_Baronia NULL 42.53333 1.61667 ADMD 0
Prats_de_la_Solana Prats_de_la_Solana NULL 42.56667 1.78333 GRAZ 0
Camí_de_la_Solana Cami_de_la_Solana NULL 42.43333 1.45 TRL 0
Bosc_de_la_Solana Bosc_de_la_Solana NULL 42.51667 1.46667 FRST 0
Solà_de_Soldeu Sola_de_Soldeu NULL 42.58333 1.66667 ADMD 0
Serra_del_Solà_de_Sispony Serra_del_Sola_de_Sispony NULL 42.53333 1.48333 MT 0
Pic_del_Solà_d’Erts Pic_del_Sola_d'Erts NULL 42.56667 1.5 PK 0
Solà_d’Erts Sola_d'Erts NULL 42.56667 1.5 ADMD 0
Solà_de_Riambert Sola_de_Riambert NULL 42.58333 1.53333 ADMD 0
Serra_del_Solà_de_Ràmio Serra_del_Sola_de_Ramio NULL 42.5 1.58333 MT 0
Solà_de_Ràmio Sola_de_Ramio NULL 42.5 1.58333 ADMD 0
Bosc_del_Solà_d’Envalira Bosc_del_Sola_d'Envalira NULL 42.55 1.68333 FRST 0
Carena_del_Solà_d’Engordany Carena_del_Sola_d'Engordany NULL 42.51667 1.55 RDGE 0
Solá_d’Engordany Sola_d'Engordany NULL 42.51667 1.53333 ADMD 0
Solà_d’Enclar Sola_d'Enclar NULL 42.51667 1.48333 ADMD 0
Solà_d’Encamp Sola_d'Encamp NULL 42.53333 1.58333 ADMD 0
Cresta_del_Solà_de_Nadal Cresta_del_Sola_de_Nadal NULL 42.51667 1.51667 SPUR 0
Aspres_del_Solà_de_Nadal Aspres_del_Sola_de_Nadal NULL 42.51667 1.51667 VINS 0
Solà_de_Mossers Sola_de_Mossers NULL 42.45 1.46667 ADMD 0
Solà_de_Mereig Sola_de_Mereig NULL 42.56667 1.58333 LCTY 0
Solà_del_Tarter Sola_del_Tarter NULL 42.58333 1.65 ADMD 0
Solà_dels_Sulls Sola_dels_Sulls NULL 42.48333 1.56667 ADMD 0
Solà_dels_Plans Sola_dels_Plans NULL 42.58333 1.63333 ADMD 0
Serra_del_Sola_del_Quart_Mitger Serra_del_Sola_del_Quart_Mitger NULL 42.55 1.55 RDGE 0
Solà_del_Quart_Mitger Sola_del_Quart_Mitger NULL 42.55 1.53333 ADMD 0
Solà_del_Pui Sola_del_Pui NULL 42.55 1.51667 ADMD 0
Cap_del_Solà_de_les_Comes Cap_del_Sola_de_les_Comes NULL 42.58333 1.5 PK 0
Canal_del_Solà_de_les_Comes Canal_del_Sola_de_les_Comes NULL 42.56667 1.48333 STM 0
Solà_de_la_Moixella Sola_de_la_Moixella NULL 42.45 1.48333 ADMD 0
Balmes_del_Solà_de_l’Allau Balmes_del_Sola_de_l'Allau NULL 42.6 1.53333 CLF 0
Solà_de_l’Aldosa Sola_de_l'Aldosa NULL 42.58333 1.61667 ADMD 0
Solà_de_la_Farga Sola_de_la_Farga NULL 42.48333 1.6 ADMD 0
Canals_del_Solà_de_Juclar Canals_del_Sola_de_Juclar NULL 42.6 1.7 RVN 0
Solà_d’Arcavell Sola_d'Arcavell Sola_d'Arcabell,Sola_d'Arcavell,Sola_d’Arcabell,Solà_d’Arcavell 42.43333 1.48333 ADMD 0
Solà_d’Andorra Sola_d'Andorra NULL 42.51667 1.5 ADMD 0
Solà_d’Aixovall Sola_d'Aixovall NULL 42.48333 1.48333 ADMD 0
Riu_del_Solà Riu_del_Sola NULL 42.55 1.46667 STM 0
Clot_del_Solà Clot_del_Sola NULL 42.46667 1.46667 RVN 0
Carrera_del_Solà Carrera_del_Sola NULL 42.53333 1.58333 TRL 0
Costa_del_Sodorn Costa_del_Sodorn NULL 42.5 1.46667 SLP 0
Pla_del_Socarrat Pla_del_Socarrat NULL 42.55 1.6 UPLD 0
Camí_del_Socarrat Cami_del_Socarrat NULL 42.58333 1.63333 TRL 0
Bosc_del_Socarrat Bosc_del_Socarrat NULL 42.58333 1.65 FRST 0
Vial_de_la_Socarrada_de_Coll_Carnisser Vial_de_la_Socarrada_de_Coll_Carnisser NULL 42.58333 1.46667 RD 0
Pala_de_Sobre_l’Estany Pala_de_Sobre_l'Estany NULL 42.61667 1.71667 CLF 0
Pala_de_Sobre_les_Basses Pala_de_Sobre_les_Basses NULL 42.58333 1.7 SLP 0
Basers_de_Sobre_la_Pleta Basers_de_Sobre_la_Pleta NULL 42.6 1.46667 CLF 0
Sobre_dels_Camps_de_la_Cortinada Sobre_dels_Camps_de_la_Cortinada NULL 42.58333 1.5 ADMD 0
Planells_Sobirans Planells_Sobirans NULL 42.58333 1.46667 UPLD 0
Riu_del_Sisqueró Riu_del_Sisquero NULL 42.6 1.7 STM 0
Camí_del_Sisquero Cami_del_Sisquero NULL 42.6 1.68333 TRL 0
Solà_de_Sispony Sola_de_Sispony NULL 42.53333 1.48333 SLP 0
Camí_de_Sispony Cami_de_Sispony NULL 42.53333 1.46667 TRL 0
Sispony Sispony NULL 42.53355 1.51481 PPL 0
Pletes_del_Siscaró Pletes_del_Siscaro NULL 42.58333 1.7 GRAZ 0
Estanys_del_Siscaro Estanys_del_Siscaro NULL 42.58333 1.7 LKS 0
Canals_del_Siscaró Canals_del_Siscaro NULL 42.58333 1.7 RVN 0
Pic_de_Siscarou Pic_de_Siscarou Pic_de_Siscarou,Pico_de_Siscarou,Siscaro,Siscaró 42.6 1.73333 PK 0
Siscaró Siscaro NULL 42.58333 1.71667 ADMD 0
Marrades_del_Siscar Marrades_del_Siscar NULL 42.58333 1.71667 TRL 0
Canals_del_Siscar Canals_del_Siscar NULL 42.6 1.71667 RVN 0
Basses_del_Siscar Basses_del_Siscar NULL 42.58333 1.71667 LKS 0
Sincloset Sincloset NULL 42.48333 1.5 MT 0
Port_de_Siguer Port_de_Siguer Port_de_Siguer 42.65 1.56667 PASS 0
Bosc_del_Sigarró Bosc_del_Sigarro NULL 42.51667 1.6 FRST 0
Canal_de_la_Sicalma Canal_de_la_Sicalma NULL 42.5 1.48333 STM 0
Portella_de_Satut Portella_de_Satut Port_de_Setut,Portella_de_Satut,Portella_de_Setut 42.46667 1.63333 PK 0
Cabana_de_Setut Cabana_de_Setut NULL 42.48333 1.63333 HUT 0
Basses_de_Setut Basses_de_Setut NULL 42.48333 1.65 LKS 0
Setut Setut NULL 42.46667 1.65 ADMD 0
Carretera_de_Setúria Carretera_de_Seturia NULL 42.55 1.48333 RD 0
Camí_de_Setúria Cami_de_Seturia NULL 42.55 1.46667 TRL 0
Bordes_de_Setúria Bordes_de_Seturia NULL 42.53288 1.43718 HUTS 0
Setúria Seturia NULL 42.55 1.43333 ADMD 0
Tarteres_de_la_Serrera Tarteres_de_la_Serrera NULL 42.61667 1.58333 TAL 0
Riu_de_la_Serrera Riu_de_la_Serrera NULL 42.61667 1.56667 STM 0
Pleta_de_la_Serrera Pleta_de_la_Serrera NULL 42.61667 1.58333 GRAZ 0
Pic_de_la_Serrera Pic_de_la_Serrera Pic_de_Serrere,Pic_de_Serrère,Pic_de_la_Serrera,Serrera 42.63333 1.6 PK 0
Pas_de_la_Serrera Pas_de_la_Serrera NULL 42.61667 1.58333 PASS 0
Clots_de_la_Serrera Clots_de_la_Serrera NULL 42.61667 1.6 STMH 0
Aspres_de_la_Serrera Aspres_de_la_Serrera NULL 42.61667 1.6 VINS 0
Canal_de_Serrats Canal_de_Serrats NULL 42.53333 1.5 STM 0
Camí_del_Serrat_Pla Cami_del_Serrat_Pla NULL 42.43333 1.46667 TRL 0
Bosc_del_Serrat_Llong Bosc_del_Serrat_Llong NULL 42.51667 1.48333 FRST 0
Planell_del_Serrat_del_Tronc Planell_del_Serrat_del_Tronc NULL 42.58333 1.61667 UPLD 0
Cabana_del_Serrat_de_la_Barracota Cabana_del_Serrat_de_la_Barracota NULL 42.48333 1.63333 HUT 0
Pic_de_Serra_Seca Pic_de_Serra_Seca NULL 42.51667 1.7 PK 0
Canal_de_Serra_Plana Canal_de_Serra_Plana NULL 42.48333 1.48333 STM 0
Riu_de_Serrana Riu_de_Serrana NULL 42.55 1.51667 STM 0
Pic_de_Serra_Mitjana Pic_de_Serra_Mitjana NULL 42.47479 1.61523 PK 0
Estany_de_Serra_Mitjana Estany_de_Serra_Mitjana NULL 42.46667 1.6 LK 0
Canal_Ampla_de_Serra_Mitjana Canal_Ampla_de_Serra_Mitjana NULL 42.46667 1.61667 STM 0
Canal_de_la_Serradora Canal_de_la_Serradora NULL 42.48333 1.46667 STM 0
Canal_Serradora Canal_Serradora NULL 42.5 1.56667 STM 0
Cap_de_la_Serra_dels_Isards Cap_de_la_Serra_dels_Isards NULL 42.58333 1.58333 PK 0
Serrat_dels_Serradells Serrat_dels_Serradells NULL 42.61667 1.53333 SPUR 0
Cortal_de_la_Serra Cortal_de_la_Serra NULL 42.53333 1.5 CRRL 0
Cap_de_la_Serra Cap_de_la_Serra NULL 42.61667 1.6 RDGE 0
Roc_de_la_Senyoreta Roc_de_la_Senyoreta NULL 42.45 1.48333 RK 0
Bosc_de_la_Senyoreta Bosc_de_la_Senyoreta NULL 42.45 1.48333 FRST 0
Senyal_Negre Senyal_Negre NULL 42.65 1.55 MT 0
Senyal_de_Missa Senyal_de_Missa NULL 42.46667 1.48333 PK 0
Roc_de_Senders Roc_de_Senders NULL 42.5 1.53333 RK 0
Sella Sella NULL 42.56667 1.6 CLF 0
Riu_del_Seig Riu_del_Seig NULL 42.56667 1.61667 STM 0
Canal_del_Seig Canal_del_Seig NULL 42.61667 1.53333 STM 0
Solà_de_Segudet Sola_de_Segudet NULL 42.56667 1.53333 SLP 0
